"abstract","pub_date","publisher","raw_body","cleaned_body"
"A man charged with setting fire to the residence of Gov. Josh Shapiro had faced previous charges of assaulting his family. He was arraigned on attempted murder and arson charges on Monday.",2025-04-14,"The New York Times","Advertisement Supported by A man charged with setting fire to the residence of Gov. Josh Shapiro had faced previous charges of assaulting his family. He was arraigned on attempted murder and arson charges on Monday. By Billy Witz and Campbell Robertson Reporting from Harrisburg, Penn. The man charged with attempted murder for setting fire to the Pennsylvania governor’s mansion while Gov. Josh Shapiro and his family slept had a troubled past and a history of mental illness, according to new details on the case that emerged on Monday. The police said the suspect in the case, Cody Balmer, 38, of Harrisburg, climbed an exterior fence outside the residence early Sunday morning, broke two windows with a hammer and threw Molotov cocktails inside, causing serious damage. He later told investigators that he had fashioned the incendiary devices from beer bottles and gasoline from a lawn mower. Francis T. Chardo, the Dauphin County district attorney, said that his office was still examining whether the attack was politically or religiously motivated and that investigators were looking at social media, voice mail and other records. The attack took place on the first night of Passover, a major Jewish holiday, several hours after the governor and his extended family had gathered for a Seder meal. Mr. Balmer, in an interview with the police, “admitted to harboring hatred” of Mr. Shapiro and said that he would have “beaten him with his hammer” had he run into him that night at the mansion, according to an affidavit filed in the case. But Mr. Balmer’s social media suggested not a particular ideology so much as a deep cynicism, in some posts espousing a libertarian bent bordering on anarchism, in others praising violence. His Facebook posts included rants about big pharma, women and the government. We are having trouble retrieving the article content. Please enable JavaScript in your browser settings. Thank you for your patience while we verify access. If you are in Reader mode please exit and log into your Times account, or subscribe for all of The Times. Thank you for your patience while we verify access. Already a subscriber? Log in. Want all of The Times? Subscribe. Advertisement","man charged setting fire residence gov josh shapiro faced previous charges assaulting family arraigned attempted murder arson charges monday billy witz campbell robertson reporting harrisburg penn man charged attempted murder setting fire pennsylvania governor mansion gov josh shapiro family slept troubled past history mental illness according new details case emerged monday police said suspect case cody balmer harrisburg climbed exterior fence outside residence early sunday morning broke two windows hammer threw molotov cocktails inside causing serious damage later told investigators fashioned incendiary devices beer bottles gasoline lawn mower francis t chardo dauphin county district attorney said office still examining whether attack politically religiously motivated investigators looking social media voice mail records attack took place first night passover major jewish holiday several hours governor extended family gathered seder meal mr balmer interview police admitted harboring hatred mr shapiro said beaten hammer run night mansion according affidavit filed case mr balmer social media suggested particular ideology much deep cynicism posts espousing libertarian bent bordering anarchism others praising violence facebook posts included rants big pharma women government"
"The draft plan is part of a process involving the agency and the White House. It would eliminate almost all funding for international organizations that include the United Nations and NATO.",2025-04-14,"The New York Times","Trump Administration Advertisement Supported by The draft plan is part of a process involving the agency and the White House. It would eliminate almost all funding for international organizations that include the United Nations and NATO. By Edward Wong and Karoun Demirjian The Trump administration could cut nearly 50 percent of the State Department’s funding next fiscal year, according to an internal memo laying out a downsizing plan being given serious consideration by department leaders, said two U.S. officials. The plan was drawn up as the White House pressures agencies to make significant budget cuts. The memo, a copy of which was obtained by The New York Times, proposes eliminating almost all funding for international organizations like the United Nations and NATO, ending the budget for supporting international peacekeeping operations and curtailing all of the department’s educational and cultural exchanges, like the Fulbright Program. It also proposes cutting funding for humanitarian assistance and global health programs by more than 50 percent despite Secretary of State Marco Rubio’s pledges that lifesaving assistance would be preserved. It was not clear if Mr. Rubio had endorsed the cuts outlined in the memo, which was dated April 10. Pete Marocco, who oversaw the gutting of government foreign aid programs before abruptly leaving the department, and Douglas Pitkin, who is in charge of the department’s budget planning, prepared the document. It was also not clear how seriously the proposed cuts would be entertained in Congress, which appropriates federal dollars. But, according to a U.S. official familiar with the department’s review, it is likely that the White House will send Congress a budget proposal this spring that is substantially similar to what the memo outlines in an effort to press lawmakers to formalize downsizing efforts that are already underway. Agencies are facing a deadline this week to submit detailed reorganization plans to the White House explaining what cuts they will make to help further shrink the federal government. While many departments have already announced or begun carrying out their planned cuts, the State Department has yet to publicly detail complete plans for downsizing. The memo is part of a process involving the White House budget office and the State Department trading proposals and suggestions. We are having trouble retrieving the article content. Please enable JavaScript in your browser settings. Thank you for your patience while we verify access. If you are in Reader mode please exit and log into your Times account, or subscribe for all of The Times. Thank you for your patience while we verify access. Already a subscriber? Log in. Want all of The Times? Subscribe. Advertisement","trump administration draft plan part process involving agency white house eliminate almost funding international organizations include united nations nato edward wong karoun demirjian trump administration cut nearly percent state department funding next fiscal year according internal memo laying downsizing plan given serious consideration department leaders said two us officials plan drawn white house pressures agencies make significant budget cuts memo copy obtained new york times proposes eliminating almost funding international organizations like united nations nato ending budget supporting international peacekeeping operations curtailing department educational cultural exchanges like fulbright program also proposes cutting funding humanitarian assistance global health programs percent despite secretary state marco rubio pledges lifesaving assistance preserved clear mr rubio endorsed cuts outlined memo dated april pete marocco oversaw gutting government foreign aid programs abruptly leaving department douglas pitkin charge department budget planning prepared document also clear seriously proposed cuts entertained congress appropriates federal dollars according us official familiar department review likely white house send congress budget proposal spring substantially similar memo outlines effort press lawmakers formalize downsizing efforts already underway agencies facing deadline week submit detailed reorganization plans white house explaining cuts make help shrink federal government many departments already announced begun carrying planned cuts state department yet publicly detail complete plans downsizing memo part process involving white house budget office state department trading proposals suggestions"
"Jamison Wagner, 40, of Albuquerque, faces up to 40 years in prison if convicted, the authorities said.",2025-04-15,"The New York Times","Trump Administration Advertisement Supported by Jamison Wagner, 40, of Albuquerque, faces up to 40 years in prison if convicted, the authorities said. By Neil Vigdor An Albuquerque man was arrested on Monday in connection with the fire bombings of the Republican Party of New Mexico’s headquarters in March and a Tesla dealership in February, attacks that the federal authorities have designated as “domestic terrorism.” The suspect, Jamison Wagner, 40, had parked his white Hyundai sedan at both locations before the arson attacks and then drove away, according to security and traffic camera images released by the Justice Department. Federal prosecutors said that surveillance footage from the Tesla showroom near Albuquerque on Feb. 9 showed him carrying a box of supplies that he used to spray-paint graffiti on the building and several vehicles. Investigators said that he had scrawled the phrases “Die Elon,” “Tesla Nazi Inc” and “Die Tesla Nazi,” references to the company’s billionaire founder, Elon Musk, who is leading the Trump administration’s cost-cutting program. Mr. Wagner was then observed breaking some car windows and throwing an incendiary device inside one of them, destroying it, a criminal complaint said. Several weeks after that arson attack, the authorities said, Mr. Wagner struck again, torching the lobby of the Republican Party of New Mexico’s headquarters during the early morning hours of March 30. Investigators say that he left behind critical evidence each time, connecting him to both crimes: lids from a jar of Smucker’s jelly and a container of olives that they said he had filled with gasoline. Both lids had the letter “H” or “I” written on them with what appeared to be a marker, photographs showed. We are having trouble retrieving the article content. Please enable JavaScript in your browser settings. Thank you for your patience while we verify access. If you are in Reader mode please exit and log into your Times account, or subscribe for all of The Times. Thank you for your patience while we verify access. Already a subscriber? Log in. Want all of The Times? Subscribe. Advertisement","trump administration jamison wagner albuquerque faces years prison convicted authorities said neil vigdor albuquerque man arrested monday connection fire bombings republican party new mexico headquarters march tesla dealership february attacks federal authorities designated domestic terrorism suspect jamison wagner parked white hyundai sedan locations arson attacks drove away according security traffic camera images released justice department federal prosecutors said surveillance footage tesla showroom near albuquerque feb showed carrying box supplies used spray paint graffiti building several vehicles investigators said scrawled phrases die elon tesla nazi inc die tesla nazi references company billionaire founder elon musk leading trump administration cost cutting program mr wagner observed breaking car windows throwing incendiary device inside one destroying criminal complaint said several weeks arson attack authorities said mr wagner struck torching lobby republican party new mexico headquarters early morning hours march investigators say left behind critical evidence time connecting crimes lids jar smucker jelly container olives said filled gasoline lids letter h written appeared marker photographs showed"
"The vice president, a former senator from Ohio who graduated from Ohio State, joked about the mishap on social media.",2025-04-15,"The New York Times","Trump Administration Advertisement Supported by The vice president, a former senator from Ohio who graduated from Ohio State, joked about the mishap on social media. By Alexandra E. Petri Vice President JD Vance dropped the College Football Playoff’s national championship trophy during an event on the White House South Lawn on Monday, an ill-timed fumble that he laughed about later after it had spread across social media. As the ceremony honoring the champion Ohio State Buckeyes came to an end, Mr. Vance — a former senator from Ohio who graduated from Ohio State — tried to lift the trophy, which was on a table onstage. TreVeyon Henderson, a Buckeyes running back, stepped in to help, grabbing the top of the trophy as Mr. Vance lifted the base. As the men hoisted it off the table, the trophy split in two and Mr. Vance dropped the base, which fell to the ground. Mr. Henderson and another player managed to hold onto the top of the trophy. According to the College Football Playoff website, the trophy consists of separate components — a 12-inch bronze base, and a 26-and-a-half-inch trophy made from 24-karat gold, bronze and stainless steel. Together, the pieces weigh 50 pounds, the Ohio State Athletic Department said on social media in January, three days after the Buckeyes defeated Notre Dame to win the title. After the base fell, some in the crowd gasped, while others laughed or clapped. Mr. Vance joked about the incident on social media. “I didn’t want anyone after Ohio State to get the trophy so I decided to break it,” Mr. Vance said. It was hardly the first championship trophy calamity. In 2006, after the tennis star Maria Sharapova won the U.S. Open, the top of the trophy popped off when she hoisted it above her head. (The announcer Dick Enberg called it her first unforced error of the night.) In 2011, as the soccer club Real Madrid celebrated its Copa del Rey victory over Barcelona, a player dropped the trophy from the upper level of an open double-decker bus, which ran over the cup and smashed it into pieces. And two years ago, at a ceremony after the Hungarian Grand Prix, the British racing driver Lando Norris slammed a bottle of sparkling wine on a table onstage, sending the trophy of the race winner, Max Verstappen, tumbling to the ground. Advertisement","trump administration vice president former senator ohio graduated ohio state joked mishap social media alexandra e petri vice president jd vance dropped college football playoff national championship trophy event white house south lawn monday ill timed fumble laughed later spread across social media ceremony honoring champion ohio state buckeyes came end mr vance former senator ohio graduated ohio state tried lift trophy table onstage treveyon henderson buckeyes running back stepped help grabbing top trophy mr vance lifted base men hoisted table trophy split two mr vance dropped base fell ground mr henderson another player managed hold onto top trophy according college football playoff website trophy consists separate components inch bronze base half inch trophy made karat gold bronze stainless steel together pieces weigh pounds ohio state athletic department said social media january three days buckeyes defeated notre dame win title base fell crowd gasped others laughed clapped mr vance joked incident social media didn t want anyone ohio state get trophy decided break mr vance said hardly first championship trophy calamity tennis star maria sharapova won us open top trophy popped hoisted head announcer dick enberg called first unforced error night soccer club real madrid celebrated copa del rey victory barcelona player dropped trophy upper level open double decker bus ran cup smashed pieces two years ago ceremony hungarian grand prix british racing driver lando norris slammed bottle sparkling wine table onstage sending trophy race winner max verstappen tumbling ground"
"The Biden-era program has allowed hundreds of thousands of migrants from Cuba, Nicaragua, Venezuela and Haiti to enter the United States and work legally.",2025-04-15,"The New York Times","U.S. Immigration Advertisement Supported by The Biden-era program has allowed hundreds of thousands of migrants from Cuba, Nicaragua, Venezuela and Haiti to enter the United States and work legally. By Hamed Aleaziz Reporting from Washington A federal judge in Boston temporarily blocked the Trump administration on Monday from ending a signature Biden-era program that allowed hundreds of thousands of migrants from four troubled countries to enter the country and work legally. The administration moved in late March to shut down the program by April 24, which offered migrants from Cuba, Nicaragua, Venezuela and Haiti temporary legal status in the United States. Judge Indira Talwani, of the Federal District Court in Boston, said the program’s termination put thousands of immigrants at imminent risk of deportation hearings once their legal status expires in less than two weeks. Judge Talwani blocked the wholesale shutdown of the program. Otherwise, she wrote in her ruling, the migrants would “be forced to choose between two injurious options: continue following the law and leave the country on their own, or await removal proceedings.” Immigrant advocates hailed the decision as a win for those worried about the imminent stripping of their status. “This ruling is a victory not just for our clients and those like them, but anyone who cherishes the freedom to welcome,” said Karen Tumlin, the director of the Justice Action Center, an immigrant advocacy group. “Our clients — and our class members — have done everything the government asked of them, and we’re gratified to see that the court will not allow the government to fail to uphold its side of the bargain.” The White House did not immediately respond to a request for comment. The judge’s decision came as the Trump administration has moved to end legal protections for migrants from many countries, including by shutting down a program granting legal status to Afghan and Cameroonian migrants. A separate effort to revoke Temporary Protected Status for Venezuelans in the United States was also blocked by a federal judge. The Biden-era program allowed more migrants from Cuba, Nicaragua, Venezuela and Haiti to fly into the United States and stay temporarily with access to work permits if they had a financial sponsor and passed security checks. They were allowed to stay for up to two years. More than 500,000 migrants entered the country under the program. Biden officials said it was part of an effort to deter migrants from those countries from crossing into the country illegally, and encourage a legal pathway instead. Trump officials, announcing the move to end the program last month, said the program added to immigration problems in the United States by granting some protections to “a substantial population of aliens in the interior of the United States without a clear path to a durable status.” Hamed Aleaziz covers the Department of Homeland Security and immigration policy. Advertisement","us immigration biden era program allowed hundreds thousands migrants cuba nicaragua venezuela haiti enter united states work legally hamed aleaziz reporting washington federal judge boston temporarily blocked trump administration monday ending signature biden era program allowed hundreds thousands migrants four troubled countries enter country work legally administration moved late march shut program april offered migrants cuba nicaragua venezuela haiti temporary legal status united states judge indira talwani federal district court boston said program termination put thousands immigrants imminent risk deportation hearings legal status expires less two weeks judge talwani blocked wholesale shutdown program otherwise wrote ruling migrants forced choose two injurious options continue following law leave country await removal proceedings immigrant advocates hailed decision win worried imminent stripping status ruling victory just clients like anyone cherishes freedom welcome said karen tumlin director justice action center immigrant advocacy group clients class members done everything government asked re gratified see court allow government fail uphold side bargain white house immediately respond request comment judge decision came trump administration moved end legal protections migrants many countries including shutting program granting legal status afghan cameroonian migrants separate effort revoke temporary protected status venezuelans united states also blocked federal judge biden era program allowed migrants cuba nicaragua venezuela haiti fly united states stay temporarily access work permits financial sponsor passed security checks allowed stay two years migrants entered country program biden officials said part effort deter migrants countries crossing country illegally encourage legal pathway instead trump officials announcing move end program last month said program added immigration problems united states granting protections substantial population aliens interior united states without clear path durable status"
"The White House will soon move to rapidly repeal or freeze rules that affect health, food, workplace safety, transportation and more.",2025-04-15,"The New York Times","Trump Administration  The White House will soon move to rapidly repeal or freeze rules that affect health, food, workplace safety, transportation and more.  The White House will soon move to rapidly repeal or freeze rules that affect health, food, workplace safety, transportation and more. Credit...By Kendrick Brinson, William Widmer, Tamir Kalifa, Karsten Moran, Christopher Capozziello, Scott McIntyre and Brittany Greeson For The New York Times Supported by By Coral Davenport At the Department of Health and Human Services, Trump administration officials want to reverse a regulation that has required nursing homes to have more medical staff on duty. At the Mine Safety and Health Administration, powerful lobbying groups have asked the administration to eliminate a rule to protect miners from inhaling the dust of crystalline silica, a mineral that is used in concrete, smartphones and cat litter but that can be lethal in the lungs. And at the Federal Communications Commission, which regulates radio and television broadcasting and satellite communications, President Trump’s appointees published a seemingly exuberant notice asking for suggestions on which rules to get rid of, titled “DELETE, DELETE, DELETE.” Across the more than 400 federal agencies that regulate almost every aspect of American life, from flying in airplanes to processing poultry, Mr. Trump’s appointees are working with the Department of Government Efficiency, the cost-cutting initiative headed by Elon Musk and also called DOGE, to launch a sweeping new phase in their quest to dismantle much of the federal government: deregulation on a mass scale. Usually, the legal process of repealing federal regulations takes years — and rules erased by one administration can be restored by another. But after chafing at that system during his first term and watching President Joseph R. Biden Jr. enact scores of new rules pushed by the left, Mr. Trump has marshaled a strategy for a dramatic do-over designed to kill regulations swiftly and permanently. At Mr. Trump’s direction, agency officials are compiling the regulations they have tagged for the ash heap, racing to meet a deadline next week after which the White House will build its master list to guide what the president called the “deconstruction of the overbearing and burdensome administrative state.” The Times would like to hear about your experience as a federal worker under the second Trump administration. We may reach out about your submission, but we will not publish any part of your response without contacting you first. We are having trouble retrieving the article content. Please enable JavaScript in your browser settings. Thank you for your patience while we verify access. If you are in Reader mode please exit and log into your Times account, or subscribe for all of The Times. Thank you for your patience while we verify access. Already a subscriber? Log in. Want all of The Times? Subscribe. Advertisement","trump administration white house soon move rapidly repeal freeze rules affect health food workplace safety transportation white house soon move rapidly repeal freeze rules affect health food workplace safety transportation credit kendrick brinson william widmer tamir kalifa karsten moran christopher capozziello scott mcintyre brittany greeson new york times coral davenport department health human services trump administration officials want reverse regulation required nursing homes medical staff duty mine safety health administration powerful lobbying groups asked administration eliminate rule protect miners inhaling dust crystalline silica mineral used concrete smartphones cat litter can lethal lungs federal communications commission regulates radio television broadcasting satellite communications president trump appointees published seemingly exuberant notice asking suggestions rules get rid titled delete delete delete across federal agencies regulate almost every aspect american life flying airplanes processing poultry mr trump appointees working department government efficiency cost cutting initiative headed elon musk also called doge launch sweeping new phase quest dismantle much federal government deregulation mass scale usually legal process repealing federal regulations takes years rules erased one administration can restored another chafing system first term watching president joseph r biden jr enact scores new rules pushed left mr trump marshaled strategy dramatic designed kill regulations swiftly permanently mr trump direction agency officials compiling regulations tagged ash heap racing meet deadline next week white house build master list guide president called deconstruction overbearing burdensome administrative state times like hear experience federal worker second trump administration may reach submission publish part response without contacting first"
"Is she seeking excitement? Danger? A date? The birders who look after her just want her to go home.",2025-04-15,"The New York Times","Advertisement Supported by Is she seeking excitement? Danger? A date? The birders who look after her just want her to go home. By Yan Zhuang On Roosevelt Island, she had her home, her friends and the security of a small community where everyone knew her. Cars slowed down for her. Residents helped her cross the road. But that wasn’t enough, it seems. Like so many before her, she flew the coop, lured across the East River by the bright lights and glamour of Midtown Manhattan. Was she seeking excitement? Danger? A date? Astoria, the wild turkey who rose to fame last year when she unexpectedly appeared in Midtown, visiting luxury retailers, dining at high-end restaurants and roosting on Park Avenue, returned to Midtown East on Sunday. Over the past two days, she has had some wild adventures: She has roosted in trees and on balconies, foraged in flower beds and fled from dogs. She even had a run-in with the police. Her movements have delighted and captivated New Yorkers, even as a bevy of dedicated bird-watchers have worried about her safety. As of early Tuesday, she was still living the high life. She was last seen on Monday night roosting on a balcony around 58th Street, between First Avenue and Sutton Place, said David Barrett, a birder who runs the Manhattan Bird Alert account on X and helps look after Astoria. Birders say Astoria probably crossed the East River to look for love. In the days before setting off for Midtown, she had strayed to parts of Roosevelt Island, a residential neighborhood in the East River, where she didn’t usually go, and had been calling out, Mr. Barrett said. “When you put that together with the fact that it’s mating season for wild turkeys, we figured that she’s looking for a mate.” We are having trouble retrieving the article content. Please enable JavaScript in your browser settings. Thank you for your patience while we verify access. If you are in Reader mode please exit and log into your Times account, or subscribe for all of The Times. Thank you for your patience while we verify access. Already a subscriber? Log in. Want all of The Times? Subscribe. Advertisement","seeking excitement danger date birders look just want go home yan zhuang roosevelt island home friends security small community everyone knew cars slowed residents helped cross road wasn t enough seems like many flew coop lured across east river bright lights glamour midtown manhattan seeking excitement danger date astoria wild turkey rose fame last year unexpectedly appeared midtown visiting luxury retailers dining high end restaurants roosting park avenue returned midtown east sunday past two days wild adventures roosted trees balconies foraged flower beds fled dogs even run police movements delighted captivated new yorkers even bevy dedicated bird watchers worried safety early tuesday still living high life last seen monday night roosting balcony around th street first avenue sutton place said david barrett birder runs manhattan bird alert account x helps look astoria birders say astoria probably crossed east river look love days setting midtown strayed parts roosevelt island residential neighborhood east river didn t usually go calling mr barrett said put together fact mating season wild turkeys figured looking mate"
"The vice president did not offer details, but his comments may offer British leaders some comfort after the Trump administration imposed tariffs.",2025-04-15,"The New York Times","Advertisement Supported by The vice president did not offer details, but his comments may offer British leaders some comfort after the Trump administration imposed tariffs. By Mark Landler Reporting from London Vice President JD Vance predicted that President Trump would make a trade deal with Britain, a country “he really loves,” a comforting sign for a British government that was stung to be placed under a 10 percent tariff by Mr. Trump. “He admires and loves the king. It is a very important relationship,” Mr. Vance said in an interview published on Tuesday by a British news and opinion website, UnHerd, referring to King Charles III. Mr. Vance said the White House was working closely with Prime Minister Keir Starmer of Britain and his government. “I think there’s a good chance that, yes, we’ll come to a great agreement that’s in the best interest of both countries,” he said. Mr. Vance did not go into the details of a potential deal, which are complicated and politically charged in Britain. The country is one of many lining up for talks with the United States since Mr. Trump imposed across-the-board tariffs on dozens of countries, and much larger levies on China. A senior British official said last week that he believed Treasury Secretary Scott Bessent would focus initially on an agreement with Japan, the fourth-largest trading partner of the United States, after Canada, Mexico and China. The European Union has the largest trading volume with the United States overall, but it is not viewed as a priority in the same way as those other countries. Still, Mr. Vance softened his tone toward Europe after an acrimonious stretch in which he scolded European leaders, appeared to endorse far-right parties like Alternative for Germany, or AfD, and disparaged the armed forces of Britain and France, both of which fought alongside American troops in Afghanistan. We are having trouble retrieving the article content. Please enable JavaScript in your browser settings. Thank you for your patience while we verify access. If you are in Reader mode please exit and log into your Times account, or subscribe for all of The Times. Thank you for your patience while we verify access. Already a subscriber? Log in. Want all of The Times? Subscribe. Advertisement","vice president offer details comments may offer british leaders comfort trump administration imposed tariffs mark landler reporting london vice president jd vance predicted president trump make trade deal britain country really loves comforting sign british government stung placed percent tariff mr trump admires loves king important relationship mr vance said interview published tuesday british news opinion website unherd referring king charles iii mr vance said white house working closely prime minister keir starmer britain government think good chance yes ll come great agreement best interest countries said mr vance go details potential deal complicated politically charged britain country one many lining talks united states since mr trump imposed across board tariffs dozens countries much larger levies china senior british official said last week believed treasury secretary scott bessent focus initially agreement japan fourth largest trading partner united states canada mexico china european union largest trading volume united states overall viewed priority way countries still mr vance softened tone toward europe acrimonious stretch scolded european leaders appeared endorse far right parties like alternative germany afd disparaged armed forces britain france fought alongside american troops afghanistan"
"A video from the San Diego Zoo Safari Park taken during an earthquake put complex elephant herd dynamics on display.",2025-04-15,"The New York Times","Earthquakes Advertisement Supported by A video from the San Diego Zoo Safari Park taken during an earthquake put complex elephant herd dynamics on display. By Jonathan Wolfe The 5.2 magnitude earthquake that shook Southern California on Monday may have provoked a collective shrug from humans in the region, but a few elephants north of San Diego took the tremor very seriously. A video taken at the San Diego Zoo Safari Park in Escondido, Calif., shows the action unfold: Five African elephants are basking in the morning sun until the camera begins to shake and a tremor sends the animals scrambling toward one another. A few moments later, almost in unison, the elephants form a tight circle, with the older elephants surrounding the younger calves. The herd remains in formation through the end of the video, facing outward with ears extended, as if on high alert for threats. The earthquake, which struck around 10 a.m. on Monday, had its epicenter near Julian, Calif., about 60 miles northeast of San Diego. There were no reports of injuries or damage, according to the San Diego County Sheriff’s Office. The response from the elephants was a defensive position known as “bunching,” and is a typical reaction to threats, said Joyce Poole, a conservation biologist with a doctorate in elephant behavior from Cambridge University. “They feel more secure when they are close together,” she said. When bunched, elephants often have their tusks pointed out, ears extended, eyes open wide and trunks out, trying to smell potential threats. The formation, “like the spokes of a wheel,” Dr. Poole said, gives the group a 360-degree view of their surroundings to pinpoint any danger. The younger members instinctively seek out the most protected position inside the circle, she said. We are having trouble retrieving the article content. Please enable JavaScript in your browser settings. Thank you for your patience while we verify access. If you are in Reader mode please exit and log into your Times account, or subscribe for all of The Times. Thank you for your patience while we verify access. Already a subscriber? Log in. Want all of The Times? Subscribe. Advertisement","earthquakes video san diego zoo safari park taken earthquake put complex elephant herd dynamics display jonathan wolfe magnitude earthquake shook southern california monday may provoked collective shrug humans region elephants north san diego took tremor seriously video taken san diego zoo safari park escondido calif shows action unfold five african elephants basking morning sun camera begins shake tremor sends animals scrambling toward one another moments later almost unison elephants form tight circle older elephants surrounding younger calves herd remains formation end video facing outward ears extended high alert threats earthquake struck around am monday epicenter near julian calif miles northeast san diego reports injuries damage according san diego county sheriff office response elephants defensive position known bunching typical reaction threats said joyce poole conservation biologist doctorate elephant behavior cambridge university feel secure close together said bunched elephants often tusks pointed ears extended eyes open wide trunks trying smell potential threats formation like spokes wheel dr poole said gives group degree view surroundings pinpoint danger younger members instinctively seek protected position inside circle said"
"Harvard has rejected an effort by the White House to exert more control over its programs. Federal law prohibits the president from telling the I.R.S. to conduct specific tax investigations.",2025-04-15,"The New York Times","Campus Crackdown Advertisement Supported by Harvard has rejected an effort by the White House to exert more control over its programs. Federal law prohibits the president from telling the I.R.S. to conduct specific tax investigations. By Tyler PagerAndrew DuehrenMaggie Haberman and Jonathan Swan Reporting from Washington President Trump threatened Harvard University’s tax-exempt status on Tuesday after the school rebuffed his administration’s demands for a series of policy changes, a dramatic escalation in the feud between the president and the nation’s richest and oldest university. The threat came a day after the Trump administration halted more than $2 billion in federal funding for Harvard because the university rejected changes to its hiring and admissions practices and curriculum. Mr. Trump decided to ratchet up his pressure campaign after watching news coverage of Harvard’s resistance on Monday night, according to a person with knowledge of the president’s deliberations, who spoke on the condition of anonymity to discuss private conversations. “Perhaps Harvard should lose its Tax Exempt Status and be Taxed as a Political Entity if it keeps pushing political, ideological, and terrorist inspired/supporting ‘Sickness?’” Mr. Trump posted on Truth Social on Tuesday morning. “Remember, Tax Exempt Status is totally contingent on acting in the PUBLIC INTEREST!” White House officials said Tuesday that the Internal Revenue Service would make its decision about Harvard’s tax-exempt status independently, but the president has made clear in private that he has no intention of backing down from the fight with the university. Losing its tax-exempt status could over time cost Harvard billions of dollars. It’s the latest turn in a battle between Mr. Trump and academia more broadly, in which the Trump administration threatened to withhold billions in federal funding from various colleges and universities, ostensibly as a way to purge “woke” ideology from America’s college campuses. Trump officials have suggested that schools like Harvard have been hotbeds of antisemitism, elitism and suppression of free speech. Federal law prohibits the president from “directly or indirectly” telling the I.R.S. to conduct specific tax investigations, and it is unclear whether the agency would actually move forward with an investigation. A spokeswoman for the I.R.S. declined to comment. We are having trouble retrieving the article content. Please enable JavaScript in your browser settings. Thank you for your patience while we verify access. If you are in Reader mode please exit and log into your Times account, or subscribe for all of The Times. Thank you for your patience while we verify access. Already a subscriber? Log in. Want all of The Times? Subscribe. Advertisement","campus crackdown harvard rejected effort white house exert control programs federal law prohibits president telling irs conduct specific tax investigations tyler pagerandrew duehrenmaggie haberman jonathan swan reporting washington president trump threatened harvard university tax exempt status tuesday school rebuffed administration demands series policy changes dramatic escalation feud president nation richest oldest university threat came day trump administration halted billion federal funding harvard university rejected changes hiring admissions practices curriculum mr trump decided ratchet pressure campaign watching news coverage harvard resistance monday night according person knowledge president deliberations spoke condition anonymity discuss private conversations perhaps harvard lose tax exempt status taxed political entity keeps pushing political ideological terrorist inspired supporting sickness mr trump posted truth social tuesday morning remember tax exempt status totally contingent acting public interest white house officials said tuesday internal revenue service make decision harvard tax exempt status independently president made clear private intention backing fight university losing tax exempt status time cost harvard billions dollars latest turn battle mr trump academia broadly trump administration threatened withhold billions federal funding various colleges universities ostensibly way purge woke ideology america college campuses trump officials suggested schools like harvard hotbeds antisemitism elitism suppression free speech federal law prohibits president directly indirectly telling irs conduct specific tax investigations unclear whether agency actually move forward investigation spokeswoman irs declined comment"
